Gene.refGene	Mim Number	Phenotypes
PIGA	311770	"Multiple congenital anomalies-hypotonia-seizures syndrome 2, 300868 (3), X-linked recessive; Paroxysmal nocturnal hemoglobinuria, somatic, 300818 (3)"
FIGF	300091	
PIR	300931	
ACE2	300335	
BMX	300101	
TMEM27	300631	
CA5B	300230	
INE2	300165	
ZRSR2	300028	
AP1S2	300629	Mental retardation, X-linked syndromic 5, 304340 (3), X-linked recessive
GRPR	305670	
MAGEB17	300763	
CTPS2	300380	
S100G	302020	
TXLNG	300677	
RBBP7	300825	
REPS2	300317	
NHS	300457	"Cataract 40, X-linked, 302200 (3), X-linked; Nance-Horan syndrome, 302350 (3), X-linked dominant"
MEHMO	300148	MEHMO syndrome, 300148 (2)
SCML1	300227	
RAI2	300217	
SCML2	300208	
CDKL5	300203	Epileptic encephalopathy, early infantile, 2, 300672 (3), X-linked dominant
RS1	300839	Retinoschisis, 312700 (3), X-linked dominant
PPEF1	300109	
PHKA2	300798	"Glycogen storage disease, type IXa1, 306000 (3), X-linked recessive; Glycogen storage disease, type IXa2, 306000 (3), X-linked recessive"
ADGRG2	300572	
PDHA1	300502	Pyruvate dehydrogenase E1-alpha deficiency, 312170 (3), X-linked dominant
MAP3K15	300820	
SH3KBP1	300374	
EIF1AX	300186	
RPS6KA3	300075	"Coffin-Lowry syndrome, 303600 (3), X-linked dominant, Isolated cases; Mental retardation, X-linked 19, 300844 (3), X-linked dominant"
CNKSR2	300724	
SMPX	300226	Deafness, X-linked 4, 300066 (3), X-linked dominant
MBTPS2	300294	"IFAP syndrome with or without BRESHECK syndrome, 308205 (3), X-linked recessive; Keratosis follicularis spinulosa decalvans, X-linked, 308800 (3), X-linked recessive; ?Olmsted syndrome, X-linked, 300918 (3), X-linked recessive"
YY2	300570	
SMS	300105	Mental retardation, X-linked, Snyder-Robinson type, 309583 (3), X-linked recessive
PHEX	300550	Hypophosphatemic rickets, X-linked dominant, 307800 (3), X-linked dominant
PTCHD1	300828	{Autism, susceptibility to, X-linked 4}, 300830 (3), X-linked recessive
PRDX4	300927	
ACOT9	300862	
SAT1	313020	
APOO	300753	
EIF2S3	300161	
ZFX	314980	
PDK3	300906	?Charcot-Marie-Tooth disease, X-linked dominant, 6, 300905 (3), X-linked dominant
PCYT1B	300948	
POLA1	312040	?N syndrome, 310465 (1), X-linked
DELXp21, CXDELp21	300679	Chromosome Xp21 deletion syndrome, 300679 (4)
MENOQ1	300488	{Menopause, natural, age at, QTL1}, 300488 (2), X-linked dominant
RP6	312612	?Retinitis pigmentosa, X-linked recessive, 6, 312612 (2), X-linked recessive
ARX	300382	"Epileptic encephalopathy, early infantile, 1, 308350 (3), X-linked recessive; Hydranencephaly with abnormal genitalia, 300215 (3), X-linked; Lissencephaly, X-linked 2, 300215 (3), X-linked; Mental retardation, X-linked 29 and others, 300419 (3); Partington syndrome, 309510 (3), X-linked recessive; Proud syndrome, 300004 (3), X-linked"
MAGEB6	300467	
MAGEB5	300466	
MAGEB10	300761	
IL1RAPL1	300206	Mental retardation, X-linked 21/34, 300143 (3), X-linked recessive
DFNX3	300030	Deafness, X-linked 3, 300030 (2), X-linked
XS	309050	
MAGEB2	300098	
MAGEB3	300152	
MAGEB4	300153	
MAGEB1	300097	
NR0B1	300473	"Adrenal hypoplasia, congenital, with hypogonadotropic hypogonadism, 300200 (3), X-linked recessive; 46XY sex reversal 2, dosage-sensitive, 300018 (3), X-linked"
GK	300474	Glycerol kinase deficiency, 307030 (3), X-linked recessive
TAB3	300480	
FTHL17	300308	
DMD	300377	"Becker muscular dystrophy, 300376 (3), X-linked recessive; Cardiomyopathy, dilated, 3B, 302045 (3), X-linked; Duchenne muscular dystrophy, 310200 (3), X-linked recessive"
MRXS17	300858	Mental retardation, X-linked, syndromic 17, 300858 (2), X-linked recessive
TMEM47	300698	
MAGEB16	300762	
PRRG1	300935	
XK	314850	McLeod syndrome with or without chronic granulomatous disease, 300842 (3), X-linked
CYBB	300481	"Chronic granulomatous disease, X-linked, 306400 (3), X-linked recessive; Immunodeficiency 34, mycobacteriosis, X-linked, 300645 (3), X-linked recessive"
GAGE8	300638	
GRDX, GD3	300351	{Graves disease, susceptibility to, X-linked}, 300351 (2)
IDDMX	300136	{Diabetes mellitus, insulin-dependent, X-linked}, 300136 (2)
LOAS	308905	{Leber optic atrophy, susceptibility to}, 308905 (2), X-linked
MRX20	300047	Mental retardation, X-linked 20, 300047 (2), X-linked
MRX78	300551	Mental retardation, X-linked 78, 300551 (2)
MRXS12	309545	?Mental retardation, X-linked, syndromic 12, 309545 (2), X-linked
NYS5	300589	Nystagmus 5, congenital, X-linked, 300589 (2), X-linked dominant
OPA2	311050	Optic atrophy 2, X-linked, 311050 (2), X-linked
PRS	309610	Prieto syndrome, 309610 (2), X-linked recessive
DYNLT3	300302	
SRPX	300187	
RPGR	312610	"Cone-rod dystrophy, X-linked, 1, 304020 (3), X-linked; Macular degeneration, X-linked atrophic, 300834 (3), X-linked recessive; Retinitis pigmentosa 3, 300029 (3); Retinitis pigmentosa, X-linked, and sinorespiratory infections, with or without deafness, 300455 (3)"
OTC	300461	Ornithine transcarbamylase deficiency, 311250 (3), X-linked recessive
TSPAN7	300096	Mental retardation, X-linked 58, 300210 (3)
MID1IP1	300961	
BCOR	300485	Microphthalmia, syndromic 2, 300166 (3), X-linked dominant
ATP6AP2	300556	"?Mental retardation, X-linked, syndromic, Hedera type, 300423 (3), X-linked recessive; ?Parkinsonism with spasticity, X-linked, 300911 (3), Autosomal recessive"
MED14	300182	
USP9X	300072	"Mental retardation, X-linked 99, 300919 (3), X-linked recessive; Mental retardation, X-linked 99, syndromic, female-restricted, 300968 (3), X-linked dominant"
DDX3X	300160	Mental retardation, X-linked 102, 300958 (3), X-linked recessive, X-linked dominant
NYX	300278	Night blindness, congenital stationary (complete), 1A, X-linked, 310500 (3), X-linked recessive
CASK	300172	"FG syndrome 4, 300422 (3); Mental retardation and microcephaly with pontine and cerebellar hypoplasia, 300749 (3), X-linked dominant; Mental retardation, with or without nystagmus, 300422 (3)"
GPR34	300241	
GPR82	300748	
AGSPX	300652	Angio serpiginosum, 300652 (2), X-linked dominant
DELXp11.3, CXDELp11.3	300578	Chromosome Xp11.3 deletion syndrome, 300578 (4), X-linked recessive
MRX14	300062	Mental retardation, X-linked 14, 300062 (2), X-linked
MRX50	300115	Mental retardation, X-linked 50, 300115 (2)
MRX84	300505	Mental retardation, X-linked 84, 300505 (2)
MRX89	300848	Mental retardation, X-linked 89, 300848 (2), X-linked dominant
MRX92	300851	Mental retardation, X-linked 92, 300851 (2)
MRXS7	300218	Mental retardation, X-linked syndromic 7, 300218 (2)
MAOA	309850	Brunner syndrome, 300615 (3), X-linked recessive
MAOB	309860	
NDP	300658	"Exudative vitreoretinopathy 2, X-linked, 305390 (3); Norrie disease, 310600 (3), X-linked recessive"
EFHC2	300817	
FUNDC1	300871	
DUSP21	300678	
KDM6A	300128	Kabuki syndrome 2, 300867 (3), X-linked dominant
CXorf36	300959	
MIR221	300568	
MIR222	300569	
KRBOX4	300585	
ZNF674	300573	
CHST7	300375	
SLC9A7	300368	
RP2	300757	Retinitis pigmentosa 2, 312600 (3), X-linked recessive
JADE3	300618	
RGN	300212	
NDUFB11	300403	Linear skin defects with multiple congenital anomalies 3, 300952 (3), X-linked dominant
RBM10	300080	TARP syndrome, 311900 (3), X-linked recessive
UBA1	314370	Spinal muscular atrophy, X-linked 2, infantile, 301830 (3), X-linked recessive
INE1	300164	
CDK16	311550	
USP11	300050	
ZNF157	300024	
ZNF41	314995	
ARAF	311010	
SYN1	313440	Epilepsy, X-linked, with variable learning disabilities and behavior disorders, 300491 (3), X-linked recessive, X-linked dominant
TIMP1	305370	
DUPXp11.23p11.22, CXDUPp11.23p11.22	300801	Chromosome Xp11.23-p11.22 duplication syndrome, 300801 (4), X-linked dominant
GAGE2B	300726	
GAGE2C	300595	
GAGE2D	300735	
GAGE2E	300736	
GAGE3	300596	
GAGE4	300597	
GAGE5	300598	
GAGE6	300599	
GAGE7	300601	
GAGE12I	300637	
MRX81	300433	Mental retardation, X-linked 81, 300433 (2)
CFP	300383	Properdin deficiency, X-linked, 312060 (3), X-linked recessive
ELK1	311040	
UXT	300234	
ZNF81	314998	Mental retardation, X-linked 45, 300498 (3)
ZNF182	314993	
SPACA5	300593	
ZNF630	300819	
SSX6	300541	
SSX5	300327	
SSX1	312820	?Sarcoma, synovial, 300813 (3)
SSX9	300544	
SSX3	300325	
SSX4	300326	
SLC38A5	300649	
FTSJ1	300499	Mental retardation, X-linked 9, 309549 (3)
PORCN	300651	Focal dermal hypoplasia, 305600 (3), X-linked dominant
EBP	300205	"Chondrodysplasia punctata, X-linked dominant, 302960 (3), X-linked dominant; MEND syndrome, 300960 (3), X-linked recessive"
TBC1D25	311240	
RBM3	300027	
WDR13	300512	
WAS	300392	"Neutropenia, severe congenital, X-linked, 300299 (3), X-linked recessive; Thrombocytopenia, X-linked, 313900 (3), X-linked recessive; Thrombocytopenia, X-linked, intermittent, 313900 (3), X-linked recessive; Wiskott-Aldrich syndrome, 301000 (3), X-linked recessive"
SUV39H1	300254	
GATA1	305371	"Anemia, X-linked, with/without neutropenia and/or platelet abnormalities, 300835 (3), X-linked recessive; Leukemia, megakaryoblastic, with or without Down syndrome, somatic, 190685 (3); Thrombocytopenia with beta-thalassemia, X-linked, 314050 (3), X-linked recessive; Thrombocytopenia, X-linked, with or without dyserythropoietic anemia, 300367 (3), X-linked recessive"
HDAC6	300272	?Chondrodysplasia with platyspondyly, distinctive brachydactyly, hydrocephaly, and microphthalmia, 300863 (3), X-linked dominant
ERAS	300437	
PCSK1N	300399	
TIMM17B	300249	
PQBP1	300463	Renpenning syndrome, 309500 (3), X-linked recessive
SLC35A2	314375	Congenital disorder of glycosylation, type IIm, 300896 (3), X-linked dominant, Somatic mosaicism
PIM2	300295	
OTUD5	300713	
KCND1	300281	
GRIPAP1	300408	
TFE3	314310	Renal cell carcinoma, papillary, 1, 300854 (3)
CCDC120	300947	
PRAF2	300840	
WDR45	300526	Neurodegeneration with brain iron accululation 5, 300894 (3), X-linked dominant
PLP2	300112	
PRICKLE3	300111	
SYP	313475	Mental retardation, X-linked 96, 300802 (3), X-linked dominant
CACNA1F	300110	"Aland Island eye disease, 300600 (3), X-linked; Cone-rod dystrophy, X-linked, 3, 300476 (3), X-linked recessive; Night blindness, congenital stationary (incomplete), 2A, X-linked, 300071 (3), X-linked"
CCDC22	300859	Ritscher-Schinzel syndrome 2, 300963 (3), X-linked recessive
FOXP3	300292	"{Diabetes mellitus, type I, susceptibility to}, 222100 (3), Autosomal recessive; Immunodysregulation, polyendocrinopathy, and enteropathy, X-linked, 304790 (3), X-linked recessive"
GAGE10	300737	
GAGE12J	300733	
GAGE13	300734	
GAGE12C	300727	
GAGE12D	300728	
GAGE12E	300729	
GAGE12F	300730	
GAGE12G	300731	
GAGE12H	300732	
GAGE2A	300720	
GAGE1	300594	
PAGE1	300288	
PAGE4	300287	
CLCN5	300008	"Dent disease, 300009 (3), X-linked recessive; Hypophosphatemic rickets, 300554 (3), X-linked recessive; Nephrolithiasis, type I, 310468 (3), X-linked recessive; Proteinuria, low molecular weight, with hypercalciuric nephrocalcinosis, 308990 (3), X-linked recessive"
MIR502	300893	
DUPXp11.22, MRX17, MRX31	300705	Xp11.22 microduplication syndrome, 300705 (4)
HPCX2	300704	{Prostate cancer, hereditary, X-linked 2}, 300704 (2)
HYSP4	300856	{Hypospadias 4, X-linked, susceptibility to}, 300856 (2)
AKAP4	300185	
CCNB3	300456	
DGKK	300837	
SHROOM4	300579	?Stocco dos Santos X-linked mental retardation syndrome, 300434 (3)
BMP15	300247	"Ovarian dysgenesis 2, 300510 (3); Premature ovarian failure 4, 300510 (3)"
NUDT10	300527	
NUDT11	300528	
GSPT2	300418	
MAGED1	300224	
MAGED4B	300765	
MAGED4	300702	
XAGE2	300416	
XAGE1B	300742	
XAGE1B	300743	
XAGE1E	300744	
XAGE1E	300745	
XAGE1E	300289	
SSX8	300543	
SSX7	300542	
SSX2	300192	?Sarcoma, synovial, 300813 (3)
SPANXN5	300668	
XAGE3	300740	
GPR173	300253	
TSPYL2	300564	
KDM5C	314690	Mental retardation, X-linked, syndromic, Claes-Jensen type, 300534 (3), X-linked recessive
IQSEC2	300522	Mental retardation, X-linked 1/78, 309530 (3), X-linked dominant
SMC1A	300040	Cornelia de Lange syndrome 2, 300590 (3), X-linked dominant
HSD17B10	300256	"17-beta-hydroxysteroid dehydrogenase X deficiency, 300438 (3), X-linked dominant; ?Mental retardation, X-linked syndromic 10, 300220 (3), X-linked recessive"
HUWE1	300697	Mental retardation, X-linked syndromic, Turner type, 300706 (3)
MIR98	300810	
MIRLET7F2	300721	
PHF8	300560	Mental retardation syndrome, X-linked, Siderius type, 300263 (3)
FAM120C	300741	
WNK3	300358	
TSR2	300945	?Diamond-Blackfan anemia 14 with mandibulofacial dysostosis, 300946 (3), X-linked recessive
FGD1	300546	"Aarskog-Scott syndrome, 305400 (3), X-linked recessive; Mental retardation, X-linked syndromic 16, 305400 (3), X-linked recessive"
GNL3L	300873	
ATRX	300504	Mental retardation, X-linked 52, 300504 (2)
MAGED2	300470	Bartter syndrome, type 5, antenatal, transient, 300971 (3), X-linked recessive
SNORA11	300662	
TRO	300132	
PFKFB1	311790	
APEX2	300773	
ALAS2	301300	"Anemia, sideroblastic, 1, 300751 (3), X-linked recessive; Protoporphyria, erythropoietic, X-linked, 300752 (3), X-linked dominant"
PAGE2	300738	
PAGE3	300739	
MAGEH1	300548	
FOXR2	300949	
RRAGB	300725	
KLF8	300286	
UBQLN2	300264	Amyotrophic lateral sclerosis 15, with or without frontotemporal dementia, 300857 (3), X-linked dominant
SPIN2B	300517	
FAAH2	300654	
SPIN2A	300621	
ZXDB	300236	
ZXDA	300235	
AGA2	300710	Alopecia, androgenetic, 2, 300710 (2)
CGF1	300082	[Social cognition], 300082 (2), X-linked
DXS435E, A11	300010	
MGR2	300125	{Migraine, familial typical, susceptibility to, 2}, 300125 (2), X-linked
MTBSX	300259	{Mycobacerium tuberculosis, susceptibility, X-linked}, 300259 (2)
ARHGEF9	300429	Epileptic encephalopathy, early infantile, 8, 300607 (3), X-linked recessive
SPG16	300266	Spastic paraplegia 16, X-linked, complicated, 300266 (2), X-linked recessive
AMER1	300647	Osteopathia striata with cranial sclerosis, 300373 (3), X-linked dominant
ASB12	300891	
ZC4H2	300897	Wieacker-Wolff syndrome, 314580 (3), X-linked recessive
ZC3H12B	300889	
MRX77	300454	Mental retardation, X-linked 77, 300454 (2)
MRXS9	300709	Mental retardation, X-linked, syndromic 9, 300709 (2)
LAS1L	300964	
MSN	309845	
MIR223	300694	
VSIG4	300353	
HEPH	300167	
EDA2R	300276	
AR	313700	"Androgen insensitivity, 300068 (3), X-linked recessive; Androgen insensitivity, partial, with or without breast cancer, 312300 (3), X-linked recessive; Hypospadias 1, X-linked, 300633 (3), X-linked recessive; {Prostate cancer, susceptibility to}, 176807 (3), Autosomal dominant; Spinal and bulbar muscular atrophy of Kennedy, 313200 (3), X-linked recessive"
OPHN1	300127	Mental retardation, X-linked, with cerebellar hypoplasia and distinctive facial appearance, 300486 (3), X-linked recessive
CFTDX	300580	Myopathy, congenital, with fiber-type disproportion, X-linked, 300580 (2), X-linked dominant
MCS	309605	Miles-Carpenter syndrome, 309605 (2), X-linked
STARD8	300689	
EFNB1	300035	Craniofrontonasal dysplasia, 304110 (3), X-linked dominant
PJA1	300420	
EDA	300451	"Ectodermal dysplasia 1, hypohidrotic, X-linked, 305100 (3), X-linked recessive; Tooth agenesis, selective, X-linked 1, 313500 (3), X-linked dominant"
AWAT2	300925	
OTUD6A	300714	
IGBP1	300139	Corpus callosum, agenesis of, with mental retardation, ocular coloboma and micrognathia, 300472 (3), X-linked recessive
DGAT2L6	300926	
AWAT1	300924	
P2RY4	300038	
ARR3	301770	
PDZD11	300632	
KIF4A	300521	?Mental retardation, X-linked 100, 300923 (3), X-linked recessive
DLG3	300189	Mental retardation, X-linked 90, 300850 (3), X-linked recessive
TEX11	300311	Spermatogenic failure, X-linked, 2, 309120 (3), X-linked recessive
SLC7A3	300443	
SNX12	300883	
FOXO4	300033	
IL2RG	308380	"Combined immunodeficiency, X-linked, moderate, 312863 (3), X-linked recessive; Severe combined immunodeficiency, X-linked, 300400 (3), X-linked recessive"
MED12	300188	"Lujan-Fryns syndrome, 309520 (3), X-linked recessive; Ohdo syndrome, X-linked, 300895 (3), X-linked recessive; Opitz-Kaveggia syndrome, 305450 (3), X-linked recessive"
NLGN3	300336	"{Asperger syndrome susceptibility, X-linked 1}, 300494 (3), Isolated cases, X-linked, Multifactorial; {Autism susceptibility, X-linked 1}, 300425 (3), Isolated cases, X-linked, Multifactorial"
GJB1	304040	Charcot-Marie-Tooth neuropathy, X-linked dominant, 1, 302800 (3), X-linked dominant
ZMYM3	300061	
NONO	300084	Mental retardation, X-linked, syndromic 34, 300967 (3), Autosomal dominant
ITGB1BP2	300332	
TAF1	313650	"Dystonia-Parkinsonism, X-linked, 314250 (3), X-linked recessive; Mental retardation, X-linked, syndromic 33, 300966 (3), X-linked recessive"
INGX	300452	
OGT	300255	
ACRC	300369	
CXCR3	300574	
PIN4	300252	
ERCC6L	300687	
RPS4X	312760	
CITED1	300149	
HDAC8	300269	"Cornelia de Lange syndrome 5, 300882 (3), X-linked dominant; Wilson-Turner syndrome, 309585 (3), X-linked dominant"
PHKA1	311870	Muscle glycogenosis, 300559 (3), X-linked recessive
DMRTC1	300878	
MRXSAB	300262	Mental retardation, X-linked syndromic, Abidi type, 300262 (2)
NAP1L2	300026	
CDX4	300025	
CHIC1	300922	
TSIX	300181	
XIST	314670	X-inactivation, familial skewed, 300087 (3)
JPX	300832	
FTX	300936	
SLC16A2	300095	Allan-Herndon-Dudley syndrome, 300523 (3), X-linked dominant
RLIM	300379	
KIAA2022	300524	Mental retardation, X-linked 98, 300912 (3), X-linked recessive
ABCB7	300135	Anemia, sideroblastic, with ataxia, 301310 (3), X-linked recessive
UPRT	300656	
ZDHHC15	300576	?Mental retardation, X-linked 91, 300577 (3), X-linked dominant
BRAFP1	300956	
MAGEE2	300760	
MAGEE1	300759	
DELXq21, CXDELq21	303110	Choroideremia, deafness, and mental retardation, 303110 (4), X-linked recessive
PARK12	300557	{Parkinson disease 12}, 300557 (2)
FGF16	300827	Metacarpal 4-5 fusion, 309630 (3), X-linked recessive
ATRX	300032	"Alpha-thalassemia myelodysplasia syndrome, somatic, 300448 (3); Alpha-thalassemia/mental retardation syndrome, 301040 (3), X-linked dominant; Mental retardation-hypotonic facies syndrome, X-linked, 309580 (3), X-linked recessive"
MAGT1	300715	Immunodeficiency, X-linked, with magnesium defect, Epstein-Barr virus infection and neoplasia, 300853 (3)
COX7B	300885	Linear skin defects with multiple congenital anomalies, 300887 (3), X-linked dominant
ATP7A	300011	"Menkes disease, 309400 (3), X-linked recessive; Occipital horn syndrome, 304150 (3), X-linked recessive; Spinal muscular atrophy, distal, X-linked 3, 300489 (3), X-linked recessive"
PGAM4	300567	
PGK1	311800	Phosphoglycerate kinase 1 deficiency, 300653 (3), X-linked recessive
TAF9B	300754	
CYSLTR1	300201	
LPAR4	300086	
P2RY10	300529	
GPR174	300903	
ITM2A	300222	
TBX22	300307	"?Abruzzo-Erickson syndrome, 302905 (3), X-linked; Cleft palate with ankyloglossia, 303400 (3), X-linked"
BRWD3	300553	Mental retardation, X-linked 93, 300659 (3), X-linked recessive
HMGN5	300385	
SH3BGRL	300190	
POU3F4	300039	Deafness, X-linked 2, 304400 (3), X-linked recessive
CYLC1	300768	
RPS6KA6	300303	
APOOL	300955	
ZNF711	314990	Mental retardation, X-linked 97, 300803 (3)
POF1B	300603	Premature ovarian failure 2B, 300604 (3)
CHM	300390	Choroideremia, 303100 (3), X-linked dominant
DACH2	300608	
AD16	300756	{Alzheimer disease 16}, 300756 (2)
KLHL4	300348	
TGIF2LX	300411	
PABPC5	300407	
PCDH11X	300246	
NAP1L3	300117	
MRXSCS	300861	Mental retardation, X-linked, syndromic, Chudley-Schwartz type, 300861 (2), X-linked recessive
DIAPH2	300108	Premature ovarian failure, 300511 (3)
RPA4	300767	
DIAPH2-AS1	300347	
AIH3	301201	?Amelogenesis imperfecta, type IE, X-linked 2, 301201 (2), X-linked
PCDH19	300460	Epileptic encephalopathy, early infantile, 9, 300088 (3), X-linked
TNMD	300459	
TSPAN6	300191	
SRPX2	300642	?Rolandic epilepsy, mental retardation, and speech dyspraxia, 300643 (3)
SYTL4	300723	
CSTF2	300907	
NOX1	300225	
XKRX	300684	
CENPI	300065	
DRP2	300052	
TAF7L	300314	
TIMM8A	300356	Mohr-Tranebjaerg syndrome, 304700 (3), X-linked recessive
BTK	300300	"Agammaglobulinemia and isolated hormone deficiency, 307200 (3), X-linked recessive; Agammaglobulinemia, X-linked 1, 300755 (3), X-linked recessive"
RPL36A	300902	
GLA	300644	"Fabry disease, 301500 (3), X-linked; Fabry disease, cardiac variant, 301500 (3), X-linked"
HNRNPH2	300610	
ARMCX1	300362	
ARMCX3	300364	
ARMCX2	300363	
NXF5	300319	
BEX5	300693	
NXF2	300315	
TMSB15A	300939	
NXF4	300318	
GPRASP1	300417	
BHLHB9	300921	
RAB40AL	300405	
BEX1	300690	
NXF3	300316	
BEX4	300692	
MRX53	300324	Mental retardation, X-linked 53, 300324 (2)
BEX2	300691	
TCEAL7	300771	
BEX3	300361	
TCEAL1	300237	
MORF4L2	300409	
PLP1	300401	"Pelizaeus-Merzbacher disease, 312080 (3), X-linked recessive; Spastic paraplegia 2, X-linked, 312920 (3), X-linked recessive"
RAB9B	300285	
